timestamp,found_marker_index,found_marker_id,CoordX,CoordY,CoordZ,R00,R01,R02,R10,R11,R12,R20,R21,R22
1687919069.326969,0,670,-39.3487434387207,-31.121200561523438,694.35595703125,0.9505124688148499,-0.18347537517547607,0.2507246136665344,-0.17845721542835236,-0.9830159544944763,-0.04280953109264374,0.25432077050209045,-0.004052622243762016,-0.9671114087104797
1687919069.3306985,0,670,-39.72567367553711,-30.926626205444336,694.3969116210938,0.9494810104370117,-0.1859970986843109,0.252766489982605,-0.18104404211044312,-0.982537567615509,-0.042930006980895996,0.25633740425109863,-0.005000635515898466,-0.9665744304656982
1687919069.3391695,0,670,-40.143043518066406,-30.674707412719727,694.51318359375,0.9486162066459656,-0.18737968802452087,0.25498268008232117,-0.18279989063739777,-0.9822626709938049,-0.04176415130496025,0.2582857310771942,-0.006992655340582132,-0.96604323387146
1687919069.347387,0,670,-40.6092414855957,-30.389541625976562,694.697998046875,0.9480718970298767,-0.187967449426651,0.256569504737854,-0.18389083445072174,-0.9821317791938782,-0.040016718208789825,0.25950688123703003,-0.00924205407500267,-0.9656970500946045
1687919069.355897,0,670,-41.12554168701172,-30.100698471069336,694.96484375,0.9479596614837646,-0.1880786120891571,0.2569025754928589,-0.1844365894794464,-0.9820929169654846,-0.03842790424823761,0.25952965021133423,-0.010954131372272968,-0.96567302942276
1687919069.3641186,0,670,-41.68741989135742,-29.853059768676758,695.31591796875,0.9481866359710693,-0.18796557188034058,0.256146639585495,-0.18450187146663666,-0.9821082949638367,-0.03771413490176201,0.2586526870727539,-0.011499496176838875,-0.9659019112586975
1687919069.3724773,0,670,-42.25736999511719,-29.67432975769043,695.7490844726562,0.9485374689102173,-0.18742305040359497,0.2552436590194702,-0.1839185506105423,-0.9822161793708801,-0.037753403186798096,0.2577803134918213,-0.011133524589240551,-0.9661394357681274
1687919069.380783,0,670,-42.76408004760742,-29.577186584472656,696.1785888671875,0.9487248063087463,-0.18693192303180695,0.25490719079971313,-0.18304765224456787,-0.9823262691497803,-0.03909772261977196,0.25771063566207886,-0.009567183442413807,-0.9661747813224792
1687919069.3892038,0,670,-43.1755256652832,-29.553050994873047,696.5831909179688,0.9486937522888184,-0.1866820603609085,0.25520583987236023,-0.18218223750591278,-0.982393741607666,-0.04137888178229332,0.25843730568885803,-0.007238089106976986,-0.9660009145736694
1687919069.397508,0,670,-43.47818374633789,-29.572120666503906,696.9373779296875,0.9483737945556641,-0.18636053800582886,0.25662603974342346,-0.1811387687921524,-0.9824701547622681,-0.044057924300432205,0.26033809781074524,-0.004701548255980015,-0.9655060768127441
1687919069.4058483,0,670,-43.68659210205078,-29.599319458007812,697.2427368164062,0.9479251503944397,-0.18570032715797424,0.25875332951545715,-0.17972935736179352,-0.9826040267944336,-0.046762317419052124,0.2629358172416687,-0.002178390044718981,-0.964810848236084
1687919069.4140012,0,670,-43.81658935546875,-29.59647560119629,697.455810546875,0.9477063417434692,-0.1842924803495407,0.2605551779270172,-0.17785561084747314,-0.9828712940216064,-0.048284921795129776,0.26499074697494507,-0.0005812769522890449,-0.9642508029937744
1687919069.4224937,0,670,-43.892921447753906,-29.552165985107422,697.5821533203125,0.9476487636566162,-0.18265029788017273,0.2619173228740692,-0.17586465179920197,-0.9831777215003967,-0.04932771250605583,0.26652097702026367,0.0006833486841060221,-0.9638288617134094
1687919069.4308293,0,670,-43.916751861572266,-29.448673248291016,697.5836791992188,0.9475820660591125,-0.18090029060840607,0.2633691430091858,-0.1740863174200058,-0.983501136302948,-0.04918786510825157,0.26792195439338684,0.0007605758146382868,-0.9634402990341187
