timestamp,found_marker_id,found_marker_index,found_marker_data,marker1_data,marker2_data,marker3_data,marker4_data,marker5_data
1687836254.8925295,668,2,"(1.7713645696640015, -8.728677749633789, 518.0877685546875)","(0, 0, 0)","(0, 0, 0)","(1.7713645696640015, -8.728677749633789, 518.0877685546875)","(0, 0, 0)","(0, 0, 0)"
1687836254.9008934,668,2,"(1.824257254600525, -8.32274055480957, 518.73779296875)","(0, 0, 0)","(0, 0, 0)","(1.824257254600525, -8.32274055480957, 518.73779296875)","(0, 0, 0)","(0, 0, 0)"
1687836254.9092093,668,2,"(1.8276598453521729, -7.906531810760498, 519.35791015625)","(0, 0, 0)","(0, 0, 0)","(1.8276598453521729, -7.906531810760498, 519.35791015625)","(0, 0, 0)","(0, 0, 0)"
1687836254.917294,668,2,"(1.7536630630493164, -7.452670574188232, 519.9378662109375)","(0, 0, 0)","(0, 0, 0)","(1.7536630630493164, -7.452670574188232, 519.9378662109375)","(0, 0, 0)","(0, 0, 0)"
1687836254.925899,668,2,"(1.614704966545105, -6.937382698059082, 520.4806518554688)","(0, 0, 0)","(0, 0, 0)","(1.614704966545105, -6.937382698059082, 520.4806518554688)","(0, 0, 0)","(0, 0, 0)"
1687836254.9341116,668,2,"(1.4325464963912964, -6.375, 521.0360717773438)","(0, 0, 0)","(0, 0, 0)","(1.4325464963912964, -6.375, 521.0360717773438)","(0, 0, 0)","(0, 0, 0)"
1687836254.9422264,668,2,"(1.25174081325531, -5.820159912109375, 521.57666015625)","(0, 0, 0)","(0, 0, 0)","(1.25174081325531, -5.820159912109375, 521.57666015625)","(0, 0, 0)","(0, 0, 0)"
1687836254.9510195,669,1,"(1.170995831489563, -5.24155330657959, 521.9675903320312)","(0, 0, 0)","(1.170995831489563, -5.24155330657959, 521.9675903320312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836254.9591115,669,1,"(0.8627601861953735, -4.821222305297852, 522.4462890625)","(0, 0, 0)","(0.8627601861953735, -4.821222305297852, 522.4462890625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836254.9674022,669,1,"(0.5238301157951355, -4.43049430847168, 522.8311767578125)","(0, 0, 0)","(0.5238301157951355, -4.43049430847168, 522.8311767578125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836254.9757974,669,1,"(0.16113658249378204, -4.040607452392578, 523.1231689453125)","(0, 0, 0)","(0.16113658249378204, -4.040607452392578, 523.1231689453125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836254.9843097,669,1,"(-0.21304643154144287, -3.659693956375122, 523.2976684570312)","(0, 0, 0)","(-0.21304643154144287, -3.659693956375122, 523.2976684570312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836254.9924505,669,1,"(-0.661133348941803, -3.3049354553222656, 523.3946533203125)","(0, 0, 0)","(-0.661133348941803, -3.3049354553222656, 523.3946533203125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0005975,669,1,"(-1.1636453866958618, -2.997692108154297, 523.4261474609375)","(0, 0, 0)","(-1.1636453866958618, -2.997692108154297, 523.4261474609375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0095077,669,1,"(-1.6870594024658203, -2.739415407180786, 523.4187622070312)","(0, 0, 0)","(-1.6870594024658203, -2.739415407180786, 523.4187622070312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0176728,669,1,"(-2.2208945751190186, -2.513505697250366, 523.3950805664062)","(0, 0, 0)","(-2.2208945751190186, -2.513505697250366, 523.3950805664062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0259044,669,1,"(-2.7602295875549316, -2.2986302375793457, 523.3984375)","(0, 0, 0)","(-2.7602295875549316, -2.2986302375793457, 523.3984375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.034076,669,1,"(-3.2761011123657227, -2.0821399688720703, 523.4383544921875)","(0, 0, 0)","(-3.2761011123657227, -2.0821399688720703, 523.4383544921875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0422184,669,1,"(-3.7470531463623047, -1.8751533031463623, 523.5345458984375)","(0, 0, 0)","(-3.7470531463623047, -1.8751533031463623, 523.5345458984375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0507395,669,1,"(-4.180322170257568, -1.708268642425537, 523.6832275390625)","(0, 0, 0)","(-4.180322170257568, -1.708268642425537, 523.6832275390625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0593197,669,1,"(-4.600787162780762, -1.6120960712432861, 523.8619995117188)","(0, 0, 0)","(-4.600787162780762, -1.6120960712432861, 523.8619995117188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0676882,669,1,"(-5.031083106994629, -1.6086924076080322, 524.004150390625)","(0, 0, 0)","(-5.031083106994629, -1.6086924076080322, 524.004150390625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.075841,669,1,"(-5.5102691650390625, -1.6794356107711792, 524.0709228515625)","(0, 0, 0)","(-5.5102691650390625, -1.6794356107711792, 524.0709228515625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0840375,669,1,"(-6.054021835327148, -1.7743335962295532, 524.05029296875)","(0, 0, 0)","(-6.054021835327148, -1.7743335962295532, 524.05029296875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.0926425,669,1,"(-6.647705554962158, -1.8752481937408447, 523.9446411132812)","(0, 0, 0)","(-6.647705554962158, -1.8752481937408447, 523.9446411132812)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1008883,669,1,"(-7.250335693359375, -1.9634748697280884, 523.7730102539062)","(0, 0, 0)","(-7.250335693359375, -1.9634748697280884, 523.7730102539062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1088994,669,1,"(-7.826405048370361, -2.0212597846984863, 523.5242309570312)","(0, 0, 0)","(-7.826405048370361, -2.0212597846984863, 523.5242309570312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1177032,669,1,"(-8.375317573547363, -2.035888910293579, 523.3063354492188)","(0, 0, 0)","(-8.375317573547363, -2.035888910293579, 523.3063354492188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.125832,669,1,"(-8.886083602905273, -2.029336452484131, 523.0875854492188)","(0, 0, 0)","(-8.886083602905273, -2.029336452484131, 523.0875854492188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1342385,669,1,"(-9.354586601257324, -2.0441722869873047, 522.85791015625)","(0, 0, 0)","(-9.354586601257324, -2.0441722869873047, 522.85791015625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1424437,669,1,"(-9.808853149414062, -2.1191015243530273, 522.66162109375)","(0, 0, 0)","(-9.808853149414062, -2.1191015243530273, 522.66162109375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.150969,669,1,"(-10.267165184020996, -2.2502942085266113, 522.4459228515625)","(0, 0, 0)","(-10.267165184020996, -2.2502942085266113, 522.4459228515625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1588612,669,1,"(-10.721460342407227, -2.407696485519409, 522.2411499023438)","(0, 0, 0)","(-10.721460342407227, -2.407696485519409, 522.2411499023438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.167724,669,1,"(-11.173842430114746, -2.598104476928711, 522.0055541992188)","(0, 0, 0)","(-11.173842430114746, -2.598104476928711, 522.0055541992188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1759806,669,1,"(-11.654940605163574, -2.823690414428711, 521.7927856445312)","(0, 0, 0)","(-11.654940605163574, -2.823690414428711, 521.7927856445312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1840885,669,1,"(-12.161752700805664, -3.086806535720825, 521.5736694335938)","(0, 0, 0)","(-12.161752700805664, -3.086806535720825, 521.5736694335938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.1924121,669,1,"(-12.6818265914917, -3.390960454940796, 521.3153076171875)","(0, 0, 0)","(-12.6818265914917, -3.390960454940796, 521.3153076171875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2008042,669,1,"(-13.237037658691406, -3.732682228088379, 521.0604248046875)","(0, 0, 0)","(-13.237037658691406, -3.732682228088379, 521.0604248046875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2097538,669,1,"(-13.810401916503906, -4.114114284515381, 520.728759765625)","(0, 0, 0)","(-13.810401916503906, -4.114114284515381, 520.728759765625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2176118,669,1,"(-14.443694114685059, -4.485515117645264, 520.32421875)","(0, 0, 0)","(-14.443694114685059, -4.485515117645264, 520.32421875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.226012,669,1,"(-15.1121244430542, -4.811213970184326, 519.9050903320312)","(0, 0, 0)","(-15.1121244430542, -4.811213970184326, 519.9050903320312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2341745,669,1,"(-15.787337303161621, -5.091612339019775, 519.47802734375)","(0, 0, 0)","(-15.787337303161621, -5.091612339019775, 519.47802734375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2422643,669,1,"(-16.439552307128906, -5.348457336425781, 519.0371704101562)","(0, 0, 0)","(-16.439552307128906, -5.348457336425781, 519.0371704101562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.251165,669,1,"(-17.035415649414062, -5.600513458251953, 518.6099853515625)","(0, 0, 0)","(-17.035415649414062, -5.600513458251953, 518.6099853515625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.259298,669,1,"(-17.57131004333496, -5.851831912994385, 518.1878051757812)","(0, 0, 0)","(-17.57131004333496, -5.851831912994385, 518.1878051757812)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2676013,669,1,"(-18.029193878173828, -6.074497699737549, 517.8170166015625)","(0, 0, 0)","(-18.029193878173828, -6.074497699737549, 517.8170166015625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2758293,669,1,"(-18.42079734802246, -6.270473480224609, 517.4940185546875)","(0, 0, 0)","(-18.42079734802246, -6.270473480224609, 517.4940185546875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.2842338,669,1,"(-18.773502349853516, -6.4431376457214355, 517.1602172851562)","(0, 0, 0)","(-18.773502349853516, -6.4431376457214355, 517.1602172851562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.292389,669,1,"(-19.116943359375, -6.57391357421875, 516.7865600585938)","(0, 0, 0)","(-19.116943359375, -6.57391357421875, 516.7865600585938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.3011522,669,1,"(-19.459089279174805, -6.657899856567383, 516.3750610351562)","(0, 0, 0)","(-19.459089279174805, -6.657899856567383, 516.3750610351562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.3089917,669,1,"(-19.831558227539062, -6.714289665222168, 515.87646484375)","(0, 0, 0)","(-19.831558227539062, -6.714289665222168, 515.87646484375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.3177433,669,1,"(-20.243741989135742, -6.719637393951416, 515.2916870117188)","(0, 0, 0)","(-20.243741989135742, -6.719637393951416, 515.2916870117188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.3257284,669,1,"(-20.68239974975586, -6.653844356536865, 514.653564453125)","(0, 0, 0)","(-20.68239974975586, -6.653844356536865, 514.653564453125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.3341815,669,1,"(-21.08820152282715, -6.537445068359375, 514.0023193359375)","(0, 0, 0)","(-21.08820152282715, -6.537445068359375, 514.0023193359375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.342531,669,1,"(-21.444400787353516, -6.399458885192871, 513.3451538085938)","(0, 0, 0)","(-21.444400787353516, -6.399458885192871, 513.3451538085938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687836255.3513129,668,2,"(-21.47333335876465, -6.213283538818359, 513.101806640625)","(0, 0, 0)","(0, 0, 0)","(-21.47333335876465, -6.213283538818359, 513.101806640625)","(0, 0, 0)","(0, 0, 0)"
1687836255.3592105,668,2,"(-21.681743621826172, -6.065491676330566, 512.5263061523438)","(0, 0, 0)","(0, 0, 0)","(-21.681743621826172, -6.065491676330566, 512.5263061523438)","(0, 0, 0)","(0, 0, 0)"
1687836255.3675463,668,2,"(-21.80301284790039, -5.88570499420166, 511.9917907714844)","(0, 0, 0)","(0, 0, 0)","(-21.80301284790039, -5.88570499420166, 511.9917907714844)","(0, 0, 0)","(0, 0, 0)"
1687836255.3758054,668,2,"(-21.844694137573242, -5.674304485321045, 511.459716796875)","(0, 0, 0)","(0, 0, 0)","(-21.844694137573242, -5.674304485321045, 511.459716796875)","(0, 0, 0)","(0, 0, 0)"
