timestamp,found_marker_id,found_marker_index,found_marker_data,marker1_data,marker2_data,marker3_data,marker4_data,marker5_data
1687838771.3069887,669,0,"(48.86684799194336, 27.51163101196289, 587.5202026367188)","(48.86684799194336, 27.51163101196289, 587.5202026367188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3150666,669,0,"(48.98677062988281, 27.586795806884766, 587.5311889648438)","(48.98677062988281, 27.586795806884766, 587.5311889648438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.323536,669,0,"(49.0919189453125, 27.666730880737305, 587.5032958984375)","(49.0919189453125, 27.666730880737305, 587.5032958984375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.331688,669,0,"(49.17348098754883, 27.738245010375977, 587.479736328125)","(49.17348098754883, 27.738245010375977, 587.479736328125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3401818,669,0,"(49.24074935913086, 27.797103881835938, 587.4266357421875)","(49.24074935913086, 27.797103881835938, 587.4266357421875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3487396,669,0,"(49.293251037597656, 27.839977264404297, 587.3656616210938)","(49.293251037597656, 27.839977264404297, 587.3656616210938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3571024,669,0,"(49.33625793457031, 27.869918823242188, 587.2905883789062)","(49.33625793457031, 27.869918823242188, 587.2905883789062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.36518,669,0,"(49.3660888671875, 27.894214630126953, 587.2156372070312)","(49.3660888671875, 27.894214630126953, 587.2156372070312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3734033,669,0,"(49.38773727416992, 27.91620445251465, 587.1406860351562)","(49.38773727416992, 27.91620445251465, 587.1406860351562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3819876,669,0,"(49.39830780029297, 27.934240341186523, 587.07421875)","(49.39830780029297, 27.934240341186523, 587.07421875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.3902147,669,0,"(49.4044303894043, 27.945241928100586, 586.9970092773438)","(49.4044303894043, 27.945241928100586, 586.9970092773438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.398331,669,0,"(49.38930130004883, 27.946786880493164, 586.9328002929688)","(49.38930130004883, 27.946786880493164, 586.9328002929688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4068053,669,0,"(49.347381591796875, 27.93218994140625, 586.8286743164062)","(49.347381591796875, 27.93218994140625, 586.8286743164062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.415421,669,0,"(49.26677703857422, 27.895334243774414, 586.672607421875)","(49.26677703857422, 27.895334243774414, 586.672607421875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4236255,669,0,"(49.141448974609375, 27.827070236206055, 586.4776611328125)","(49.141448974609375, 27.827070236206055, 586.4776611328125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4320798,669,0,"(48.977142333984375, 27.719161987304688, 586.2417602539062)","(48.977142333984375, 27.719161987304688, 586.2417602539062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4401407,669,0,"(48.790950775146484, 27.572900772094727, 585.9786987304688)","(48.790950775146484, 27.572900772094727, 585.9786987304688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4484224,669,0,"(48.586917877197266, 27.387624740600586, 585.697998046875)","(48.586917877197266, 27.387624740600586, 585.697998046875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.456851,669,0,"(48.36721420288086, 27.172637939453125, 585.4099731445312)","(48.36721420288086, 27.172637939453125, 585.4099731445312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4652967,669,0,"(48.130897521972656, 26.9383487701416, 585.1298217773438)","(48.130897521972656, 26.9383487701416, 585.1298217773438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.473897,669,0,"(47.883358001708984, 26.698467254638672, 584.8436279296875)","(47.883358001708984, 26.698467254638672, 584.8436279296875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.482056,669,0,"(47.63442611694336, 26.459701538085938, 584.5553588867188)","(47.63442611694336, 26.459701538085938, 584.5553588867188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.490356,669,0,"(47.38037872314453, 26.22325325012207, 584.2783813476562)","(47.38037872314453, 26.22325325012207, 584.2783813476562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.4985876,669,0,"(47.12232971191406, 25.994665145874023, 584.0291137695312)","(47.12232971191406, 25.994665145874023, 584.0291137695312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5073428,669,0,"(46.87105941772461, 25.77989387512207, 583.7702026367188)","(46.87105941772461, 25.77989387512207, 583.7702026367188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5155199,669,0,"(46.62108612060547, 25.579252243041992, 583.5518188476562)","(46.62108612060547, 25.579252243041992, 583.5518188476562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5236561,669,0,"(46.37396240234375, 25.396085739135742, 583.3526000976562)","(46.37396240234375, 25.396085739135742, 583.3526000976562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.532017,669,0,"(46.13017654418945, 25.23373031616211, 583.17919921875)","(46.13017654418945, 25.23373031616211, 583.17919921875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.540224,669,0,"(45.89430618286133, 25.102930068969727, 583.0053100585938)","(45.89430618286133, 25.102930068969727, 583.0053100585938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.548602,669,0,"(45.65775680541992, 25.0047550201416, 582.863525390625)","(45.65775680541992, 25.0047550201416, 582.863525390625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5569682,669,0,"(45.42333984375, 24.944917678833008, 582.7533569335938)","(45.42333984375, 24.944917678833008, 582.7533569335938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5653093,669,0,"(45.196624755859375, 24.921424865722656, 582.6832275390625)","(45.196624755859375, 24.921424865722656, 582.6832275390625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5736432,669,0,"(44.98844528198242, 24.935121536254883, 582.6339111328125)","(44.98844528198242, 24.935121536254883, 582.6339111328125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5816882,669,0,"(44.799259185791016, 24.977245330810547, 582.6287231445312)","(44.799259185791016, 24.977245330810547, 582.6287231445312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5901692,669,0,"(44.628662109375, 25.043123245239258, 582.6837768554688)","(44.628662109375, 25.043123245239258, 582.6837768554688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.5985239,669,0,"(44.48601531982422, 25.13141632080078, 582.775634765625)","(44.48601531982422, 25.13141632080078, 582.775634765625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6068375,669,0,"(44.35634994506836, 25.24541473388672, 582.9121704101562)","(44.35634994506836, 25.24541473388672, 582.9121704101562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.615241,669,0,"(44.241512298583984, 25.38393783569336, 583.0665283203125)","(44.241512298583984, 25.38393783569336, 583.0665283203125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6233797,669,0,"(44.13472366333008, 25.5384521484375, 583.2293090820312)","(44.13472366333008, 25.5384521484375, 583.2293090820312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.63181,669,0,"(44.02427673339844, 25.707326889038086, 583.4287109375)","(44.02427673339844, 25.707326889038086, 583.4287109375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.640309,669,0,"(43.918067932128906, 25.879770278930664, 583.632080078125)","(43.918067932128906, 25.879770278930664, 583.632080078125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6486936,669,0,"(43.81571578979492, 26.056604385375977, 583.843505859375)","(43.81571578979492, 26.056604385375977, 583.843505859375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6568675,669,0,"(43.716434478759766, 26.23648452758789, 584.0750122070312)","(43.716434478759766, 26.23648452758789, 584.0750122070312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6652157,669,0,"(43.619720458984375, 26.41587257385254, 584.3359985351562)","(43.619720458984375, 26.41587257385254, 584.3359985351562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6736348,669,0,"(43.543575286865234, 26.591854095458984, 584.58056640625)","(43.543575286865234, 26.591854095458984, 584.58056640625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6818845,669,0,"(43.482276916503906, 26.75511932373047, 584.8689575195312)","(43.482276916503906, 26.75511932373047, 584.8689575195312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6899583,669,0,"(43.451900482177734, 26.908321380615234, 585.1704711914062)","(43.451900482177734, 26.908321380615234, 585.1704711914062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.6984627,669,0,"(43.448612213134766, 27.05461883544922, 585.5154418945312)","(43.448612213134766, 27.05461883544922, 585.5154418945312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7070997,669,0,"(43.474891662597656, 27.186363220214844, 585.8505249023438)","(43.474891662597656, 27.186363220214844, 585.8505249023438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7150593,669,0,"(43.513275146484375, 27.295734405517578, 586.2039184570312)","(43.513275146484375, 27.295734405517578, 586.2039184570312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7236688,669,0,"(43.5598030090332, 27.385787963867188, 586.577880859375)","(43.5598030090332, 27.385787963867188, 586.577880859375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7317557,669,0,"(43.60685348510742, 27.459857940673828, 586.964599609375)","(43.60685348510742, 27.459857940673828, 586.964599609375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7404306,669,0,"(43.65702819824219, 27.51542091369629, 587.357666015625)","(43.65702819824219, 27.51542091369629, 587.357666015625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.748517,669,0,"(43.70308303833008, 27.550519943237305, 587.7785034179688)","(43.70308303833008, 27.550519943237305, 587.7785034179688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7567077,669,0,"(43.76061248779297, 27.56594467163086, 588.1835327148438)","(43.76061248779297, 27.56594467163086, 588.1835327148438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7652497,669,0,"(43.8178825378418, 27.57383155822754, 588.626708984375)","(43.8178825378418, 27.57383155822754, 588.626708984375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.773415,669,0,"(43.88106918334961, 27.592363357543945, 589.072509765625)","(43.88106918334961, 27.592363357543945, 589.072509765625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7821636,669,0,"(43.94453048706055, 27.628808975219727, 589.5429077148438)","(43.94453048706055, 27.628808975219727, 589.5429077148438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7901688,669,0,"(44.00270080566406, 27.6872501373291, 590.029052734375)","(44.00270080566406, 27.6872501373291, 590.029052734375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.7984476,669,0,"(44.05261993408203, 27.773832321166992, 590.5120239257812)","(44.05261993408203, 27.773832321166992, 590.5120239257812)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.807122,669,0,"(44.086151123046875, 27.897098541259766, 590.9800415039062)","(44.086151123046875, 27.897098541259766, 590.9800415039062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8151805,669,0,"(44.09443283081055, 28.058475494384766, 591.4520263671875)","(44.09443283081055, 28.058475494384766, 591.4520263671875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.823565,669,0,"(44.0852165222168, 28.251386642456055, 591.8826293945312)","(44.0852165222168, 28.251386642456055, 591.8826293945312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8316967,669,0,"(44.053340911865234, 28.46876335144043, 592.2962646484375)","(44.053340911865234, 28.46876335144043, 592.2962646484375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.839945,669,0,"(44.00078201293945, 28.696645736694336, 592.6798706054688)","(44.00078201293945, 28.696645736694336, 592.6798706054688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8484309,669,0,"(43.930728912353516, 28.92022705078125, 593.0184936523438)","(43.930728912353516, 28.92022705078125, 593.0184936523438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8572884,669,0,"(43.84054183959961, 29.130332946777344, 593.3081665039062)","(43.84054183959961, 29.130332946777344, 593.3081665039062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8650882,669,0,"(43.72982406616211, 29.330860137939453, 593.57373046875)","(43.72982406616211, 29.330860137939453, 593.57373046875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8736768,669,0,"(43.60184860229492, 29.52436637878418, 593.7932739257812)","(43.60184860229492, 29.52436637878418, 593.7932739257812)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.88182,669,0,"(43.45769119262695, 29.71432113647461, 593.9542236328125)","(43.45769119262695, 29.71432113647461, 593.9542236328125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.890261,669,0,"(43.29437255859375, 29.899173736572266, 594.0665283203125)","(43.29437255859375, 29.899173736572266, 594.0665283203125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.8984761,669,0,"(43.104698181152344, 30.072418212890625, 594.1655883789062)","(43.104698181152344, 30.072418212890625, 594.1655883789062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.906843,669,0,"(42.9056510925293, 30.235265731811523, 594.2218017578125)","(42.9056510925293, 30.235265731811523, 594.2218017578125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9152837,669,0,"(42.700225830078125, 30.384937286376953, 594.2176513671875)","(42.700225830078125, 30.384937286376953, 594.2176513671875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9236162,669,0,"(42.4759407043457, 30.521038055419922, 594.1915893554688)","(42.4759407043457, 30.521038055419922, 594.1915893554688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9317415,669,0,"(42.241844177246094, 30.643299102783203, 594.1053466796875)","(42.241844177246094, 30.643299102783203, 594.1053466796875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9401486,669,0,"(41.992000579833984, 30.751733779907227, 593.9857788085938)","(41.992000579833984, 30.751733779907227, 593.9857788085938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9485528,669,0,"(41.72831726074219, 30.84552574157715, 593.8246459960938)","(41.72831726074219, 30.84552574157715, 593.8246459960938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.956757,669,0,"(41.45879364013672, 30.920936584472656, 593.6088256835938)","(41.45879364013672, 30.920936584472656, 593.6088256835938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.965097,669,0,"(41.17922592163086, 30.972862243652344, 593.360107421875)","(41.17922592163086, 30.972862243652344, 593.360107421875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9734607,669,0,"(40.90041732788086, 30.995847702026367, 593.071533203125)","(40.90041732788086, 30.995847702026367, 593.071533203125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9818935,669,0,"(40.62726974487305, 30.98649787902832, 592.7490234375)","(40.62726974487305, 30.98649787902832, 592.7490234375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9903882,669,0,"(40.36259078979492, 30.9467830657959, 592.4176025390625)","(40.36259078979492, 30.9467830657959, 592.4176025390625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838771.9982958,669,0,"(40.12053680419922, 30.879301071166992, 592.0692749023438)","(40.12053680419922, 30.879301071166992, 592.0692749023438)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0069966,669,0,"(39.89839553833008, 30.791976928710938, 591.7184448242188)","(39.89839553833008, 30.791976928710938, 591.7184448242188)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0151923,669,0,"(39.69841003417969, 30.689455032348633, 591.3628540039062)","(39.69841003417969, 30.689455032348633, 591.3628540039062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0235295,669,0,"(39.51747131347656, 30.576313018798828, 591.0035400390625)","(39.51747131347656, 30.576313018798828, 591.0035400390625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0317233,669,0,"(39.35200500488281, 30.46044921875, 590.6497192382812)","(39.35200500488281, 30.46044921875, 590.6497192382812)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0403407,669,0,"(39.198211669921875, 30.342235565185547, 590.2930908203125)","(39.198211669921875, 30.342235565185547, 590.2930908203125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0484293,669,0,"(39.061363220214844, 30.219179153442383, 589.9114990234375)","(39.061363220214844, 30.219179153442383, 589.9114990234375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.057217,669,0,"(38.923831939697266, 30.077234268188477, 589.5354614257812)","(38.923831939697266, 30.077234268188477, 589.5354614257812)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0653899,669,0,"(38.78839111328125, 29.909889221191406, 589.1527709960938)","(38.78839111328125, 29.909889221191406, 589.1527709960938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0735319,669,0,"(38.64306640625, 29.71251106262207, 588.7767944335938)","(38.64306640625, 29.71251106262207, 588.7767944335938)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.081723,669,0,"(38.490840911865234, 29.47871208190918, 588.3591918945312)","(38.490840911865234, 29.47871208190918, 588.3591918945312)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0901453,669,0,"(38.32584762573242, 29.204586029052734, 587.9326171875)","(38.32584762573242, 29.204586029052734, 587.9326171875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.0986717,669,0,"(38.142818450927734, 28.888376235961914, 587.4972534179688)","(38.142818450927734, 28.888376235961914, 587.4972534179688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1067955,669,0,"(37.94744110107422, 28.533679962158203, 587.0538940429688)","(37.94744110107422, 28.533679962158203, 587.0538940429688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1150339,669,0,"(37.73334884643555, 28.148876190185547, 586.5988159179688)","(37.73334884643555, 28.148876190185547, 586.5988159179688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.12368,669,0,"(37.5019645690918, 27.741817474365234, 586.1204833984375)","(37.5019645690918, 27.741817474365234, 586.1204833984375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1318982,669,0,"(37.24585723876953, 27.314855575561523, 585.624755859375)","(37.24585723876953, 27.314855575561523, 585.624755859375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1402893,669,0,"(36.9555549621582, 26.861207962036133, 585.1104125976562)","(36.9555549621582, 26.861207962036133, 585.1104125976562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1483448,669,0,"(36.62019348144531, 26.375164031982422, 584.5706787109375)","(36.62019348144531, 26.375164031982422, 584.5706787109375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1569462,669,0,"(36.24409484863281, 25.861635208129883, 583.9521484375)","(36.24409484863281, 25.861635208129883, 583.9521484375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.16501,669,0,"(35.812007904052734, 25.316152572631836, 583.3115844726562)","(35.812007904052734, 25.316152572631836, 583.3115844726562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1734087,669,0,"(35.3316650390625, 24.733381271362305, 582.599365234375)","(35.3316650390625, 24.733381271362305, 582.599365234375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1821015,669,0,"(34.79413604736328, 24.1037540435791, 581.823486328125)","(34.79413604736328, 24.1037540435791, 581.823486328125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.1901865,669,0,"(34.199012756347656, 23.424083709716797, 581.0015258789062)","(34.199012756347656, 23.424083709716797, 581.0015258789062)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.198636,669,0,"(33.54471206665039, 22.699071884155273, 580.1349487304688)","(33.54471206665039, 22.699071884155273, 580.1349487304688)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.2068408,669,0,"(32.832523345947266, 21.93410301208496, 579.211181640625)","(32.832523345947266, 21.93410301208496, 579.211181640625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687838772.2150953,669,0,"(32.05379104614258, 21.139219284057617, 578.2373657226562)","(32.05379104614258, 21.139219284057617, 578.2373657226562)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
