timestamp,found_marker_id,found_marker_index,found_marker_data,marker1_data,marker2_data,marker3_data,marker4_data,marker5_data
1687839399.368372,668,1,"(17.24883460998535, 17.698989868164062, 442.6513977050781)","(0, 0, 0)","(17.24883460998535, 17.698989868164062, 442.6513977050781)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.3768182,668,1,"(17.43411636352539, 17.79520606994629, 442.6329345703125)","(0, 0, 0)","(17.43411636352539, 17.79520606994629, 442.6329345703125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.3852093,668,1,"(17.611431121826172, 17.873899459838867, 442.5997314453125)","(0, 0, 0)","(17.611431121826172, 17.873899459838867, 442.5997314453125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.3934722,668,1,"(17.776233673095703, 17.936872482299805, 442.5794372558594)","(0, 0, 0)","(17.776233673095703, 17.936872482299805, 442.5794372558594)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4021676,668,1,"(17.927061080932617, 17.991113662719727, 442.5629577636719)","(0, 0, 0)","(17.927061080932617, 17.991113662719727, 442.5629577636719)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.410263,668,1,"(18.063730239868164, 18.046232223510742, 442.5304260253906)","(0, 0, 0)","(18.063730239868164, 18.046232223510742, 442.5304260253906)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4184103,668,1,"(18.175933837890625, 18.102203369140625, 442.5051574707031)","(0, 0, 0)","(18.175933837890625, 18.102203369140625, 442.5051574707031)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4271448,668,1,"(18.265283584594727, 18.153867721557617, 442.473876953125)","(0, 0, 0)","(18.265283584594727, 18.153867721557617, 442.473876953125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4354334,668,1,"(18.327213287353516, 18.185590744018555, 442.4498291015625)","(0, 0, 0)","(18.327213287353516, 18.185590744018555, 442.4498291015625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.443647,668,1,"(18.358720779418945, 18.190866470336914, 442.4302062988281)","(0, 0, 0)","(18.358720779418945, 18.190866470336914, 442.4302062988281)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4518569,668,1,"(18.35843849182129, 18.16741943359375, 442.4169616699219)","(0, 0, 0)","(18.35843849182129, 18.16741943359375, 442.4169616699219)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4604144,668,1,"(18.327604293823242, 18.118759155273438, 442.4075622558594)","(0, 0, 0)","(18.327604293823242, 18.118759155273438, 442.4075622558594)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4685802,668,1,"(18.266456604003906, 18.0559139251709, 442.3982238769531)","(0, 0, 0)","(18.266456604003906, 18.0559139251709, 442.3982238769531)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4770806,668,1,"(18.185029983520508, 17.985397338867188, 442.3969421386719)","(0, 0, 0)","(18.185029983520508, 17.985397338867188, 442.3969421386719)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4853752,668,1,"(18.09109115600586, 17.918304443359375, 442.3880615234375)","(0, 0, 0)","(18.09109115600586, 17.918304443359375, 442.3880615234375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.4935405,668,1,"(17.992952346801758, 17.87106704711914, 442.3796691894531)","(0, 0, 0)","(17.992952346801758, 17.87106704711914, 442.3796691894531)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5020735,668,1,"(17.9014949798584, 17.85393714904785, 442.36810302734375)","(0, 0, 0)","(17.9014949798584, 17.85393714904785, 442.36810302734375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5103247,668,1,"(17.82439613342285, 17.874008178710938, 442.3619384765625)","(0, 0, 0)","(17.82439613342285, 17.874008178710938, 442.3619384765625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5183365,668,1,"(17.76369285583496, 17.9428768157959, 442.3762512207031)","(0, 0, 0)","(17.76369285583496, 17.9428768157959, 442.3762512207031)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5268686,668,1,"(17.72442626953125, 18.06722068786621, 442.392578125)","(0, 0, 0)","(17.72442626953125, 18.06722068786621, 442.392578125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.535192,668,1,"(17.702632904052734, 18.248905181884766, 442.4482727050781)","(0, 0, 0)","(17.702632904052734, 18.248905181884766, 442.4482727050781)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.543812,668,1,"(17.71211814880371, 18.486892700195312, 442.5273742675781)","(0, 0, 0)","(17.71211814880371, 18.486892700195312, 442.5273742675781)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.551779,668,1,"(17.752004623413086, 18.784713745117188, 442.6610412597656)","(0, 0, 0)","(17.752004623413086, 18.784713745117188, 442.6610412597656)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5601928,668,1,"(17.834707260131836, 19.144676208496094, 442.8320617675781)","(0, 0, 0)","(17.834707260131836, 19.144676208496094, 442.8320617675781)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5683546,668,1,"(17.956626892089844, 19.56780242919922, 443.06329345703125)","(0, 0, 0)","(17.956626892089844, 19.56780242919922, 443.06329345703125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.577015,668,1,"(18.1214656829834, 20.048805236816406, 443.3248596191406)","(0, 0, 0)","(18.1214656829834, 20.048805236816406, 443.3248596191406)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5853353,668,1,"(18.312511444091797, 20.57713508605957, 443.6339111328125)","(0, 0, 0)","(18.312511444091797, 20.57713508605957, 443.6339111328125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.5935943,668,1,"(18.536340713500977, 21.155717849731445, 443.93902587890625)","(0, 0, 0)","(18.536340713500977, 21.155717849731445, 443.93902587890625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6017513,668,1,"(18.76337242126465, 21.7963924407959, 444.2670593261719)","(0, 0, 0)","(18.76337242126465, 21.7963924407959, 444.2670593261719)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6106691,668,1,"(18.99959373474121, 22.518993377685547, 444.5676574707031)","(0, 0, 0)","(18.99959373474121, 22.518993377685547, 444.5676574707031)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6187057,668,1,"(19.22742462158203, 23.35946273803711, 444.8105163574219)","(0, 0, 0)","(19.22742462158203, 23.35946273803711, 444.8105163574219)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6268623,668,1,"(19.4289608001709, 24.338987350463867, 444.97894287109375)","(0, 0, 0)","(19.4289608001709, 24.338987350463867, 444.97894287109375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6352494,668,1,"(19.605989456176758, 25.465303421020508, 445.05438232421875)","(0, 0, 0)","(19.605989456176758, 25.465303421020508, 445.05438232421875)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.643289,668,1,"(19.754953384399414, 26.74736785888672, 445.02740478515625)","(0, 0, 0)","(19.754953384399414, 26.74736785888672, 445.02740478515625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6521695,668,1,"(19.890371322631836, 28.194534301757812, 444.90484619140625)","(0, 0, 0)","(19.890371322631836, 28.194534301757812, 444.90484619140625)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6607409,668,1,"(20.000816345214844, 29.788497924804688, 444.6874084472656)","(0, 0, 0)","(20.000816345214844, 29.788497924804688, 444.6874084472656)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6683743,668,1,"(20.033466339111328, 31.504045486450195, 444.3531799316406)","(0, 0, 0)","(20.033466339111328, 31.504045486450195, 444.3531799316406)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6770022,668,1,"(19.91602897644043, 33.31648635864258, 443.89239501953125)","(0, 0, 0)","(19.91602897644043, 33.31648635864258, 443.89239501953125)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6852808,668,1,"(19.637237548828125, 35.198970794677734, 443.31292724609375)","(0, 0, 0)","(19.637237548828125, 35.198970794677734, 443.31292724609375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.6934857,669,0,"(19.336280822753906, 37.01737976074219, 442.59912109375)","(19.336280822753906, 37.01737976074219, 442.59912109375)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.70152,669,0,"(18.867740631103516, 38.95930099487305, 441.8467712402344)","(18.867740631103516, 38.95930099487305, 441.8467712402344)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
1687839399.710286,669,0,"(18.30415153503418, 40.94706344604492, 441.0203552246094)","(18.30415153503418, 40.94706344604492, 441.0203552246094)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)"
